food,energy_kcal,protein_g,saturated_fats_g,fat,carbohydrates,fiber,sugars,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mcg,manganese_mg,selenium_mcg,vitc_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitb6_mg,folate_mcg,vitb12_mcg,vita_mcg,vite_mg,vitd2_mcg,category
"lamb aus imp frsh shldr whl (armbld) ln 18""fat ckd",233.0,26.18,5.843,13.44,0.0,0.0,0.0,28.0,1.9,22,195.0,308.0,91.0,6.65,0.15,0.0139999999999999,5.1,0.0,0.1,0.29,4.695,0.211,0.0,3.56,0.0,0,0.0,
"lamb aus imp frsh shldr arm lnfat 18""fat raw",243.0,17.06,9.125,18.89,0.0,0.0,0.0,16.0,1.35,19,168.0,281.0,72.0,3.52,0.12,0.012,6.5,0.0,0.107,0.212,3.994,0.26,0.0,2.6,0.0,0,0.0,
"lamb aus imp frsh shldr arm lnfat 18""fat ckd brsd",311.0,29.7,9.696,20.38,0.0,0.0,0.0,27.0,2.42,23,201.0,268.0,73.0,6.64,0.188,0.018,9.2,0.0,0.093,0.263,4.369,0.203,0.0,3.25,0.0,0,0.0,
"lamb aus imp frsh shldr arm ln 18""fat raw",137.0,19.88,2.335,5.81,0.0,0.0,0.0,15.0,1.54,22,193.0,325.0,83.0,4.16,0.139,0.015,7.7,0.0,0.12,0.24,4.58,0.299,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh shldr arm ln 18""fat ckd brsd",238.0,34.17,4.173,10.23,0.0,0.0,0.0,27.0,2.71,25,221.0,287.0,78.0,7.78,0.215,0.02,10.6,0.0,0.1,0.29,4.695,0.211,0.0,3.56,0.0,0,0.0,
"lamb aus imp frsh shldr blade lnfat 18""fat raw",262.0,16.48,10.3,21.28,0.0,0.0,0.0,19.0,1.21,17,150.0,260.0,78.0,4.37,0.109,0.01,6.9,0.0,0.107,0.213,4.004,0.261,0.0,2.61,0.0,0,0.0,
"lamb aus imp frsh shldr blade lnfat 18""fat ckd brld",291.0,21.71,10.51,22.03,0.0,0.0,0.0,28.0,1.58,20,177.0,295.0,88.0,5.61,0.121,0.012,8.2,0.0,0.095,0.268,4.43,0.205,0.0,3.3,0.0,0,0.0,
"lamb aus imp frsh shldr blade ln 18""fat raw",164.0,19.1,3.883,9.09,0.0,0.0,0.0,19.0,1.36,20,170.0,298.0,90.0,5.22,0.126,0.012,8.1,0.0,0.12,0.24,4.58,0.299,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh shldr blade ln 18""fat ckd brld",231.0,23.83,6.334,14.38,0.0,0.0,0.0,28.0,1.67,21,188.0,315.0,94.0,6.32,0.131,0.013,9.0,0.0,0.1,0.29,4.695,0.211,0.0,3.56,0.0,0,0.0,
game meat bison ground raw,223.0,18.67,6.8020000000000005,15.93,0.0,0.0,0.0,11.0,2.6,19,181.0,307.0,66.0,4.29,0.131,0.009,18.7,0.0,0.13,0.2269999999999999,4.91,0.353,11.0,1.79,0.0,0.24,0.0,
game meat bison ground ckd pan-broiled,238.0,23.77,6.461,15.13,0.0,0.0,0.0,13.0,3.08,22,205.0,341.0,73.0,5.14,0.146,0.01,30.0,0.0,0.13,0.247,5.57,0.375,15.0,2.28,0.0,0.24,0.0,
"game meat bison top sirloin ln 1"" steak ckd brld",171.0,28.05,2.412,5.65,0.0,0.0,0.0,5.0,3.47,27,253.0,387.0,53.0,5.11,0.211,0.013,41.2,0.0,0.2269999999999999,0.447,5.57,0.557,18.0,2.83,0.0,0.2,0.0,
game meat bison chuck shldr clod ln ckd brsd,193.0,33.78,2.32,5.43,0.0,0.0,0.0,7.0,4.86,26,239.0,316.0,57.0,8.64,0.208,0.017,41.7,0.0,0.12,0.47,4.773,0.4579999999999999,21.0,2.38,0.0,0.23,0.0,
game meat bison chuck shldr clod ln raw,119.0,21.12,1.345,3.15,0.0,0.0,0.0,5.0,2.88,24,213.0,353.0,62.0,5.27,0.2019999999999999,0.013,28.7,0.0,0.2269999999999999,0.347,4.4430000000000005,0.472,13.0,2.46,0.0,0.16,0.0,
"game meat bison ribeye ln 1"" steak ckd brld",177.0,29.45,2.419,5.67,0.0,0.0,0.0,7.0,2.88,26,238.0,371.0,52.0,5.01,0.201,0.012,42.1,0.0,0.1369999999999999,0.307,6.687,0.475,18.0,1.29,0.0,0.21,0.0,
"game meat bison top rnd ln 1"" steak ckd brld",174.0,30.18,1.957,4.96,0.0,0.0,0.0,5.0,3.52,28,257.0,382.0,41.0,3.79,0.21,0.011,41.0,0.0,0.165,0.365,6.475,0.657,19.0,1.81,0.0,0.21,0.0,
"game meat bison top rnd ln 1"" steak raw",122.0,23.32,1.039,2.43,0.0,0.0,0.0,5.0,2.66,27,237.0,390.0,47.0,2.92,0.131,0.047,35.3,0.0,0.217,0.337,6.183,0.562,14.0,1.55,0.0,0.17,0.0,
game meat elk ground raw,172.0,21.76,3.469,8.82,0.0,0.0,0.0,12.0,2.75,22,195.0,322.0,79.0,5.4,0.15,0.023,8.0,0.0,0.125,0.26,4.89,0.336,7.0,2.13,0.0,0.28,0.0,
game meat elk ground ckd pan-broiled,193.0,26.64,4.002,8.74,0.0,0.0,0.0,10.0,3.34,24,221.0,354.0,85.0,6.56,0.142,0.011,9.0,0.0,0.125,0.32,5.32,0.42,8.0,2.57,0.0,0.57,0.0,
game meat elk loin ln ckd brld,167.0,31.0,1.511,3.84,0.0,0.0,0.0,5.0,3.96,28,256.0,404.0,54.0,5.1,0.173,0.012,10.5,0.0,0.16,0.33,8.98,0.47,9.0,0.83,0.0,0.56,0.0,
game meat elk rnd ln ckd brld,156.0,30.94,1.037,2.64,0.0,0.0,0.0,5.0,4.08,28,266.0,392.0,51.0,5.64,0.221,0.015,10.6,0.0,0.18,0.46,7.16,0.466,9.0,1.5,0.0,0.54,0.0,
game meat elk tenderloin ln ckd brld,162.0,30.76,1.342,3.41,0.0,0.0,0.0,5.0,4.07,29,285.0,392.0,50.0,4.12,0.349,0.019,10.5,0.0,0.144,0.37,6.143,0.485,9.0,2.96,0.0,0.55,0.0,
game meat deer ground raw,157.0,21.78,3.361,7.13,0.0,0.0,0.0,11.0,2.92,21,201.0,330.0,75.0,4.2,0.14,0.0139999999999999,10.0,0.0,0.547,0.287,5.7,0.4639999999999999,4.0,1.87,0.0,0.45,0.0,
game meat deer ground ckd pan-broiled,187.0,26.45,3.993,8.22,0.0,0.0,0.0,14.0,3.35,24,228.0,364.0,78.0,5.2,0.1,0.013,10.3,0.0,0.503,0.327,9.257,0.4679999999999999,8.0,2.32,0.0,0.68,0.0,
"game meat deer loin ln 1"" steak ckd brld",150.0,30.2,1.351,2.38,0.0,0.0,0.0,6.0,4.09,30,277.0,398.0,57.0,3.63,0.2269999999999999,0.0289999999999999,13.3,0.0,0.28,0.513,10.757,0.7559999999999999,9.0,1.83,0.0,0.62,0.0,
game meat deer shldr clod ln ckd brsd,191.0,36.28,2.239,3.95,0.0,0.0,0.0,6.0,5.01,28,261.0,313.0,52.0,8.64,0.285,0.026,17.7,0.0,0.153,0.657,7.43,0.481,11.0,3.06,0.0,0.75,0.0,
game meat deer tenderloin ln ckd brld,149.0,29.9,1.142,2.35,0.0,0.0,0.0,5.0,4.25,33,299.0,434.0,57.0,3.99,0.254,0.022,11.0,0.0,0.26,0.563,8.78,0.614,9.0,3.62,0.0,0.62,0.0,
"game meat deer top rnd ln 1"" steak ckd brld",152.0,31.47,1.03,1.92,0.0,0.0,0.0,4.0,4.23,30,272.0,377.0,45.0,3.67,0.272,0.018,11.3,0.0,0.25,0.5,8.4,0.71,10.0,2.27,0.0,0.64,0.0,
veal australian shank fore bone-in ln raw,123.0,20.18,1.672,4.65,0.0,0.0,0.0,16.0,1.0,0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
veal australian shank fore bone-in ln  fat raw,145.0,19.58,2.948,7.42,0.0,0.0,0.0,15.0,0.99,0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,
veal australian shank hind bone-in ln raw,122.0,20.37,1.7,4.47,0.0,0.0,0.0,17.0,3.08,0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
veal australian shank hind bone-in ln  fat,144.0,19.78,2.951,7.2,0.0,0.0,0.0,16.0,2.95,0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,
lamb australian ground 85 ln  15 fat raw,255.0,17.14,9.926,20.71,0.0,0.0,0.0,9.0,1.41,0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
lamb nz imp intermuscular fat ckd,596.0,8.53,26.327,62.44,0.0,0.0,0.0,6.0,1.39,12,118.0,198.0,52.0,1.77,0.039,0.006,2.3,0.0,0.131,0.104,1.74,0.067,0.0,0.7,34.0,0.94,0.2,
lamb nz imp intermuscular fat raw,640.0,4.63,30.741,68.53,1.26,0.0,0.0,5.0,0.72,6,61.0,119.0,34.0,0.87,0.023,0.002,2.3,0.0,0.094,0.034,1.13,0.052,0.0,0.45,46.0,0.84,0.3,
lamb nz imp subcutaneous fat raw,703.0,3.87,32.369,76.16,0.55,0.0,0.0,3.0,0.47,5,45.0,93.0,28.0,0.46,0.019,0.002,1.3,0.0,0.088,0.038,1.06,0.032,0.0,0.41,44.0,1.18,0.1,
lamb nz imp brains ckd soaked  fried,154.0,14.03,1.365,10.92,0.0,0.0,0.0,6.0,1.21,15,384.0,258.0,101.0,1.33,0.283,0.036,16.3,0.0,0.084,0.2189999999999999,2.995,0.081,0.0,9.54,2.0,1.12,0.0,
lamb nz imp brains raw,118.0,11.33,1.035,8.03,0.0,0.0,0.0,4.0,1.07,14,327.0,307.0,117.0,1.1,0.298,0.031,13.5,0.0,0.102,0.203,3.812,0.087,0.0,9.99,3.0,0.87,0.0,
lamb nz imp breast ln ckd brsd,270.0,28.16,6.004,17.53,0.0,0.0,0.0,25.0,1.89,20,152.0,183.0,86.0,4.8,0.138,0.002,6.4,0.0,0.026,0.13,3.654,0.089,0.0,1.44,5.0,0.39,0.0,
lamb nz imp breast ln raw,149.0,18.31,2.738,7.98,1.02,0.0,0.0,13.0,1.15,21,180.0,293.0,107.0,2.93,0.089,0.0069999999999999,4.0,0.0,0.055,0.159,4.949,0.143,0.0,1.96,9.0,0.31,0.0,
lamb nz imp chump bnless ln ckd fast rstd,142.0,23.69,1.769,5.27,0.0,0.0,0.0,4.0,1.73,25,205.0,339.0,61.0,3.24,0.158,0.013,6.0,0.0,0.138,0.188,3.571,0.175,0.0,2.06,5.0,0.33,0.0,
lamb nz imp subcutaneous fat ckd,674.0,5.24,31.441,72.28,0.62,0.0,0.0,6.0,0.7,9,84.0,164.0,43.0,1.03,0.03,0.005,2.1,0.0,0.094,0.0579999999999999,1.53,0.061,0.0,0.7,60.0,1.02,0.1,
lamb nz imp chump bnless ln raw,121.0,21.68,1.265,3.83,0.0,0.0,0.0,4.0,1.52,24,201.0,346.0,62.0,2.89,0.14,0.013,4.4,0.0,0.154,0.128,5.256,0.15,0.0,2.06,5.0,0.32,0.0,
lamb nz imp kidney ckd soaked  fried,112.0,19.78,0.92,3.56,0.18,0.0,0.0,9.0,14.7,19,312.0,271.0,199.0,2.36,0.415,0.105,105.0,0.0,0.462,1.529,9.064,0.23,0.0,55.56,85.0,0.57,0.2,
lamb nz imp flap bnless ln ckd brsd,234.0,27.88,5.056,13.6,0.0,0.0,0.0,9.0,1.21,18,137.0,186.0,54.0,4.21,0.095,0.002,7.8,0.0,0.0139999999999999,0.148,3.343,0.091,0.0,1.53,10.0,0.34,0.0,
lamb nz imp flap bnless ln raw,180.0,21.72,3.918,10.31,0.0,0.0,0.0,7.0,0.96,19,164.0,303.0,87.0,3.15,0.07,0.002,3.7,0.0,0.043,0.139,4.617,0.115,0.0,2.14,9.0,0.37,0.0,
lamb nz imp kidney raw,84.0,15.21,0.768,2.54,0.03,0.0,0.0,8.0,6.6,16,245.0,231.0,168.0,1.81,0.361,0.084,93.6,0.0,0.413,1.279,8.426,0.173,0.0,50.37,61.0,0.42,0.1,
lamb nz imp liver ckd soaked  fried,168.0,25.8,1.959,6.56,1.48,0.0,0.0,5.0,5.4,21,459.0,287.0,59.0,5.1,13.4,0.37,19.0,0.0,1.57,5.27,12.8,0.187,0.0,57.5,19872.0,1.12,0.0,
lamb nz imp liver raw,136.0,20.7,1.514,4.92,2.22,0.0,0.0,4.0,4.6,18,381.0,285.0,59.0,3.4,11.4,0.33,11.1,0.0,1.21,4.21,13.7,0.218,0.0,59.0,15434.0,0.86,0.0,
lamb nz imp ground lamb ckd brsd,192.0,22.6,4.378,11.34,0.0,0.0,0.0,4.0,1.27,15,122.0,162.0,34.0,3.38,0.1,0.002,6.8,0.0,0.02,0.153,3.3080000000000003,0.134,0.0,0.96,8.0,0.4,0.0,
lamb nz imp ground lamb raw,193.0,20.33,4.848,12.41,0.0,0.0,0.0,4.0,1.04,18,156.0,281.0,57.0,2.75,0.09,0.0069999999999999,4.7,0.0,0.059,0.176,5.011,0.132,0.0,1.62,8.0,0.24,0.0,
lamb nz imp heart ckd soaked  simmrd,161.0,26.26,2.001,6.21,0.0,0.0,0.0,5.0,4.94,22,237.0,187.0,67.0,2.66,0.643,0.0279999999999999,20.3,0.0,0.2289999999999999,0.838,4.229,0.125,0.0,9.18,4.0,0.63,0.1,
lamb nz imp heart raw,105.0,18.09,0.995,3.68,0.0,0.0,0.0,5.0,3.29,20,204.0,277.0,94.0,1.65,0.412,0.022,10.9,0.0,0.52,0.537,5.757000000000001,0.144,0.0,8.4,5.0,0.65,0.0,
lamb nz imp sweetbread ckd soaked  simmrd,144.0,21.13,2.342,6.61,0.0,0.0,0.0,6.0,1.06,25,550.0,354.0,52.0,1.93,0.075,0.017,14.9,0.0,0.075,0.096,1.375,0.0,0.0,2.5,8.0,1.13,0.2,
lamb nz imp sweetbread raw,72.0,11.0,1.602,3.16,0.0,0.0,0.0,2.0,0.54,14,310.0,302.0,39.0,0.98,0.06,0.01,8.6,0.0,0.054,0.067,1.342,0.0,0.0,1.83,5.0,0.48,0.1,
lamb nz imp testes ckd soaked  fried,125.0,21.01,1.461,4.56,0.0,0.0,0.0,8.0,1.69,16,302.0,265.0,118.0,2.12,0.127,0.044,53.0,0.0,0.312,0.313,2.224,0.038,0.0,8.88,22.0,0.85,0.0,
lamb nz imp testes raw,68.0,11.4,0.7929999999999999,2.38,0.14,0.0,0.0,5.0,1.14,11,179.0,265.0,119.0,1.14,0.091,0.0289999999999999,26.2,0.0,0.315,0.214,1.744,0.033,0.0,9.89,10.0,0.31,0.0,
lamb nz imp tongue - swiss cut ckd soaked  simmrd,272.0,17.51,7.341,22.04,0.86,0.0,0.0,6.0,1.74,15,143.0,132.0,52.0,2.07,0.1989999999999999,0.02,9.1,0.0,0.036,0.341,2.272,0.077,0.0,5.22,1.0,0.16,0.3,
lamb nz imp tongue - swiss cut raw,225.0,14.27,5.896,18.61,0.0,0.0,0.0,6.0,1.25,15,142.0,207.0,77.0,1.55,0.152,0.018,5.4,0.0,0.1,0.293,3.0780000000000003,0.0969999999999999,0.0,6.1,5.0,0.57,0.1,
lamb nz imp tunnel-bned lg chmp off shnk off ln ckd slw rstd,159.0,25.29,2.035,6.44,0.0,0.0,0.0,4.0,1.71,26,213.0,369.0,62.0,3.69,0.155,0.013,4.6,0.0,0.107,0.248,5.892,0.275,0.0,1.58,2.0,0.33,0.0,
lamb nz imp tunnel-boned leg chump off shank off ln raw,121.0,20.93,1.37,4.09,0.0,0.0,0.0,4.0,1.4,24,197.0,344.0,60.0,3.26,0.123,0.011,3.6,0.0,0.14,0.201,5.234,0.225,0.0,1.89,3.0,0.3,0.0,
lamb nz imp square-cut shldr chops ln ckd brsd,255.0,31.06,5.476,14.56,0.0,0.0,0.0,40.0,1.89,22,175.0,213.0,59.0,6.2,0.143,0.011,11.8,0.0,0.031,0.214,2.897,0.11,0.0,2.42,8.0,0.63,0.2,
lamb nz imp square-cut shldr chops ln raw,164.0,20.62,2.769,9.08,0.0,0.0,0.0,27.0,1.18,21,189.0,321.0,82.0,3.29,0.089,0.008,7.4,0.0,0.068,0.18,3.862,0.063,0.0,2.52,6.0,0.39,0.1,
lamb nz imp tenderloin ln ckd fast fried,155.0,27.94,1.7990000000000002,4.81,0.0,0.0,0.0,5.0,2.12,31,268.0,433.0,59.0,2.81,0.18,0.016,6.5,0.0,0.1009999999999999,0.296,9.099,0.281,0.0,2.41,2.0,0.55,0.0,
lamb nz imp tenderloin ln raw,116.0,20.53,1.26,3.81,0.0,0.0,0.0,4.0,1.63,26,222.0,381.0,49.0,2.16,0.136,0.012,5.0,0.0,0.075,0.215,7.301,0.247,0.0,1.88,1.0,0.41,0.0,
lamb nz imp loin saddle ln ckd fast rstd,162.0,25.53,2.514,6.7,0.0,0.0,0.0,8.0,1.6,24,205.0,345.0,76.0,3.01,0.1369999999999999,0.01,4.0,0.0,0.119,0.221,6.436,0.206,0.0,1.63,5.0,0.28,0.0,
lamb nz imp loin saddle ln raw,131.0,20.86,1.96,5.32,0.0,0.0,0.0,7.0,1.54,24,193.0,356.0,75.0,2.54,0.1159999999999999,0.009,4.2,0.0,0.118,0.136,5.917999999999999,0.175,0.0,1.13,4.0,0.22,0.0,
lamb nz imp loin bnless ln ckd fast rstd,156.0,28.99,1.581,4.49,0.0,0.0,0.0,6.0,2.05,28,234.0,355.0,57.0,2.7,0.1669999999999999,0.01,5.5,0.0,0.062,0.187,7.132999999999999,0.205,0.0,1.39,1.0,0.34,0.0,
lamb nz imp loin bnless ln raw,120.0,21.5,1.187,3.77,0.0,0.0,0.0,4.0,1.55,26,217.0,368.0,60.0,2.1,0.127,0.01,2.9,0.0,0.072,0.162,6.356,0.176,0.0,1.12,2.0,0.33,0.0,
lamb nz imp hind-shank ln ckd brsd,196.0,32.5,2.361,7.37,0.0,0.0,0.0,8.0,2.12,23,180.0,258.0,72.0,5.41,0.158,0.011,9.2,0.0,0.03,0.241,4.45,0.103,0.0,1.6,2.0,0.52,0.0,
lamb nz imp hind-shank ln raw,115.0,20.4,1.05,3.35,0.73,0.0,0.0,5.0,1.46,22,185.0,327.0,82.0,3.45,0.108,0.011,4.7,0.0,0.064,0.1639999999999999,4.852,0.148,0.0,1.43,2.0,0.29,0.0,
lamb nz imp neck chops ln raw,151.0,19.84,3.12,7.97,0.0,0.0,0.0,23.0,1.24,20,175.0,323.0,81.0,3.48,0.087,0.0069999999999999,4.8,0.0,0.08,0.145,4.297,0.121,0.0,2.89,5.0,0.24,0.0,
lamb nz imp neck chops ln ckd brsd,264.0,31.4,6.085,15.36,0.0,0.0,0.0,58.0,2.28,22,194.0,289.0,97.0,5.72,0.123,0.01,7.8,0.0,0.026,0.14,4.151,0.077,0.0,2.0,8.0,0.57,0.0,
lamb nz imp netted shldr rolled bnless ln ckd slow rstd,199.0,25.14,3.262,10.91,0.0,0.0,0.0,7.0,1.38,23,197.0,337.0,65.0,5.0,0.118,0.01,4.7,0.0,0.1159999999999999,0.188,4.279,0.118,0.0,2.27,6.0,0.34,0.1,
lamb nz imp netted shldr rolled bnless ln raw,143.0,20.2,2.125,6.88,0.0,0.0,0.0,5.0,1.16,21,175.0,325.0,65.0,3.8,0.092,0.009,3.3,0.0,0.138,0.142,5.204,0.113,0.0,2.38,5.0,0.21,0.0,
lamb nz imp rack - fully frenched ln ckd fast rstd,173.0,24.39,3.196,8.38,0.0,0.0,0.0,11.0,1.76,24,200.0,330.0,67.0,2.56,0.126,0.009,4.4,0.0,0.057,0.21,6.267,0.291,0.0,1.31,3.0,0.29,0.1,
lamb nz imp rack - fully frenched ln raw,147.0,20.61,3.044,7.12,0.0,0.0,0.0,8.0,1.4,23,192.0,334.0,63.0,2.24,0.105,0.008,2.9,0.0,0.061,0.178,5.207999999999999,0.246,0.0,1.05,5.0,0.32,0.1,
lamb nz imp loin chop ln ckd fast fried,208.0,27.43,4.039,10.7,0.41,0.0,0.0,42.0,1.88,27,233.0,367.0,84.0,3.48,0.152,0.009,7.3,0.0,0.0969999999999999,0.222,6.651,0.1889999999999999,0.0,1.84,6.0,0.37,0.1,
lamb nz imp square-cut shldr ln ckd slow rstd,192.0,25.08,3.503,10.13,0.0,0.0,0.0,14.0,1.47,22,197.0,334.0,80.0,4.59,0.114,0.009,6.8,0.0,0.0559999999999999,0.231,4.238,0.1889999999999999,0.0,2.65,1.0,0.22,0.1,
lamb nz imp leg chopsteak bone-in ln ckd fast fried,162.0,26.31,1.901,6.35,0.0,0.0,0.0,10.0,2.03,27,223.0,373.0,67.0,3.93,0.157,0.01,3.7,0.0,0.138,0.15,6.393,0.166,0.0,2.25,2.0,0.2,0.0,
lamb nz imp flap bnless ln  fat ckd brsd,376.0,20.48,13.534,32.63,0.14,0.0,0.0,8.0,1.11,15,122.0,182.0,51.0,3.2,0.074,0.003,5.9,0.0,0.046,0.122,2.744,0.081,0.0,1.25,24.0,0.57,0.1,
lamb nz imp flap bnless ln  fat raw,337.0,16.17,12.704,30.14,0.27,0.0,0.0,6.0,0.84,15,129.0,240.0,69.0,2.35,0.054,0.002,3.1,0.0,0.0579999999999999,0.106,3.5010000000000003,0.091,0.0,1.6,20.0,0.58,0.1,
lamb nz imp hind-shank ln  fat ckd brsd,247.0,29.59,5.405,14.22,0.04,0.0,0.0,8.0,1.99,21,170.0,249.0,69.0,4.95,0.144,0.01,8.4,0.0,0.039,0.223,4.133,0.099,0.0,1.5,8.0,0.57,0.1,
lamb nz imp hind-shank ln  fat raw,186.0,18.39,4.861000000000001,12.12,0.73,0.0,0.0,5.0,1.34,20,168.0,299.0,76.0,3.09,0.0969999999999999,0.009,4.3,0.0,0.067,0.148,4.388,0.134,0.0,1.31,7.0,0.4,0.1,
lamb nz imp leg chopsteak bone-in ln  fat ckd fast fried,212.0,24.26,4.743,12.76,0.04,0.0,0.0,10.0,1.93,25,210.0,353.0,65.0,3.66,0.144,0.009,3.5,0.0,0.135,0.142,5.899,0.155,0.0,2.09,7.0,0.28,0.0,
lamb nz imp loin chop ln  fat ckd fast fried,332.0,21.5,11.272,27.11,0.41,0.0,0.0,31.0,1.62,22,194.0,313.0,73.0,2.86,0.118,0.008,5.8,0.0,0.1,0.18,5.229,0.153,0.0,1.52,19.0,0.54,0.1,
lamb nz imp loin saddle ln  fat ckd fast rstd,274.0,21.13,8.762,20.98,0.1,0.0,0.0,7.0,1.44,21,179.0,306.0,69.0,2.61,0.113,0.009,3.6,0.0,0.1159999999999999,0.187,5.334,0.173,0.0,1.42,16.0,0.44,0.1,
lamb nz imp loin saddle ln  fat raw,273.0,16.56,9.639,22.9,0.2,0.0,0.0,6.0,1.29,19,156.0,290.0,63.0,2.04,0.091,0.0069999999999999,3.5,0.0,0.111,0.11,4.676,0.14,0.0,0.95,15.0,0.44,0.1,
lamb nz imp loin bnless ln  fat ckd fast rstd,157.0,28.96,1.614,4.57,0.0,0.0,0.0,6.0,2.05,28,234.0,355.0,57.0,2.69,0.1669999999999999,0.01,5.5,0.0,0.062,0.187,7.126,0.205,0.0,1.39,1.0,0.34,0.0,
lamb nz imp loin bnless ln  fat raw,122.0,21.44,1.289,3.99,0.0,0.0,0.0,4.0,1.55,26,217.0,368.0,60.0,2.09,0.127,0.01,2.9,0.0,0.072,0.162,6.337999999999999,0.175,0.0,1.12,2.0,0.34,0.0,
lamb nz imp neck chops ln  fat ckd brsd,307.0,28.53,8.74,21.43,0.03,0.0,0.0,52.0,2.14,21,183.0,276.0,91.0,5.21,0.113,0.009,7.2,0.0,0.036,0.134,3.855,0.075,0.0,1.85,13.0,0.62,0.1,
lamb nz imp neck chops ln  fat raw,231.0,17.43,7.513999999999999,17.9,0.14,0.0,0.0,20.0,1.14,18,156.0,290.0,73.0,3.05,0.077,0.006,4.3,0.0,0.0819999999999999,0.128,3.801,0.109,0.0,2.51,11.0,0.36,0.0,
lamb nz imp netted shldr rolled bnless l  f ckd slow rstd,287.0,21.45,8.431000000000001,22.33,0.05,0.0,0.0,7.0,1.33,21,178.0,305.0,61.0,4.28,0.1009999999999999,0.009,4.2,0.0,0.1159999999999999,0.1669999999999999,3.739,0.107,0.0,1.94,14.0,0.47,0.1,
lamb nz imp netted shldr rolled bnless ln  fat raw,252.0,16.9,8.211,20.36,0.2,0.0,0.0,5.0,1.05,18,150.0,280.0,58.0,3.16,0.077,0.0069999999999999,3.0,0.0,0.128,0.12,4.352,0.098,0.0,1.98,13.0,0.37,0.1,
lamb nz imp square-cut shldr chops ln  fat ckd brsd,322.0,26.79,9.596,23.86,0.05,0.0,0.0,34.0,1.74,20,162.0,207.0,57.0,5.35,0.124,0.01,10.1,0.0,0.046,0.19,2.674,0.102,0.0,2.11,15.0,0.69,0.2,
lamb nz imp square-cut shldr chops ln  fat raw,275.0,17.02,9.099,22.84,0.23,0.0,0.0,22.0,1.06,18,160.0,274.0,71.0,2.73,0.074,0.0069999999999999,6.2,0.0,0.073,0.148,3.25,0.059,0.0,2.06,15.0,0.52,0.1,
lamb nz imp square-cut shldr ln  fat ckd slow rstd,294.0,20.88,9.332,23.39,0.03,0.0,0.0,12.0,1.41,20,176.0,299.0,72.0,3.87,0.095,0.008,5.7,0.0,0.072,0.198,3.618,0.159,0.0,2.18,11.0,0.4,0.1,
lamb nz imp tenderloin ln  fat ckd fast fried,157.0,27.87,1.882,5.0,0.0,0.0,0.0,5.0,2.11,31,268.0,432.0,59.0,2.8,0.18,0.016,6.5,0.0,0.1009999999999999,0.295,9.074,0.28,0.0,2.41,2.0,0.55,0.0,
lamb nz imp rack - fully frenched ln  fat ckd fast rstd,195.0,23.56,4.41,11.2,0.01,0.0,0.0,11.0,1.74,23,195.0,323.0,67.0,2.52,0.122,0.009,4.3,0.0,0.06,0.204,6.037000000000001,0.28,0.0,1.28,5.0,0.33,0.1,
lamb nz imp rack - fully frenched ln  fat raw,169.0,19.88,4.305,9.96,0.05,0.0,0.0,8.0,1.36,22,186.0,324.0,62.0,2.17,0.1009999999999999,0.008,2.8,0.0,0.062,0.172,5.024,0.237,0.0,1.03,7.0,0.35,0.1,
lamb nz imp tun-bnd lg chmp off shnk off l  f ckd sl rstd,208.0,23.41,4.788,12.68,0.03,0.0,0.0,4.0,1.64,24,201.0,349.0,61.0,3.45,0.143,0.012,4.4,0.0,0.107,0.23,5.457000000000001,0.253,0.0,1.49,7.0,0.4,0.0,
lamb nz imp tunnel-boned lg chump off shank off ln  fat raw,121.0,20.93,1.37,4.09,0.0,0.0,0.0,4.0,1.4,24,197.0,344.0,60.0,3.26,0.123,0.011,3.6,0.0,0.14,0.201,5.234,0.225,0.0,1.89,3.0,0.3,0.0,
lamb nz imp tenderloin ln  fat raw,120.0,20.43,2.11,4.22,0.01,0.0,0.0,4.0,1.62,26,221.0,379.0,49.0,2.15,0.135,0.012,5.0,0.0,0.075,0.214,7.262,0.246,0.0,1.87,2.0,0.41,0.0,
veal ground ckd pan-fried,215.0,25.83,4.368,11.78,1.51,0.0,0.0,18.0,1.5,34,231.0,245.0,146.0,2.95,0.1159999999999999,0.009,18.5,0.0,0.095,0.43,7.9,0.508,6.0,3.53,0.0,0.26,1.4,
veal leg top rnd cap off cutlet bnless ckd grilled,151.0,31.89,1.012,2.63,0.0,0.0,0.0,6.0,1.39,38,277.0,323.0,88.0,3.29,0.1119999999999999,0.017,21.6,0.0,0.093,0.47,10.1,0.7609999999999999,8.0,2.72,0.0,0.43,0.6,
